ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,target
46,210000.0,1,1,2,29,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
47,20000.0,2,1,2,22,1,1,3,0,1,1,14028.0,3000.0,0.0,16741.0,334.0,0.0,0.0,1
49,380000.0,1,2,2,32,0,0,0,0,0,0,22401.0,21540.0,15138.0,24677.0,11851.0,11875.0,8251.0,0
50,20000.0,1,1,2,24,1,1,1,1,1,1,17447.0,1318.0,1315.0,704.0,928.0,912.0,1069.0,0
51,70000.0,1,3,2,42,2,3,3,3,3,1,37042.0,0.0,3100.0,2000.0,0.0,1500.0,1500.0,1
52,100000.0,2,3,3,43,1,1,1,1,1,1,61559.0,2000.0,1606.0,1500.0,2000.0,1500.0,1000.0,0
53,310000.0,2,2,1,49,0,0,0,0,0,0,13465.0,7875.0,7600.0,11185.0,3544.0,464.0,0.0,0
54,180000.0,2,1,2,25,2,3,1,1,1,1,41402.0,1300.0,2010.0,1762.0,1762.0,1790.0,1622.0,0
55,150000.0,2,1,2,29,3,1,1,1,1,1,46224.0,1600.0,1718.0,1049.0,1500.0,2000.0,5000.0,0
56,500000.0,2,1,1,45,0,0,0,0,0,0,1905.0,3640.0,162.0,0.0,151.0,2530.0,0.0,0
57,180000.0,2,3,1,34,1,1,1,0,0,0,16386.0,8500.0,1500.0,7500.0,679.0,9000.0,2000.0,0
58,180000.0,2,2,1,34,1,1,1,1,1,1,175886.0,8083.0,7296.0,5253.0,4814.0,4816.0,3800.0,0
59,200000.0,2,1,2,34,0,4,3,3,3,3,1587.0,0.0,0.0,700.0,0.0,1200.0,0.0,0
60,400000.0,2,2,1,29,1,1,1,1,1,1,400134.0,17000.0,15029.0,30000.0,12000.0,12000.0,23000.0,0
61,500000.0,2,3,1,28,1,1,1,1,1,1,22848.0,1516.0,1300.0,1000.0,1000.0,2000.0,2000.0,1
62,70000.0,1,2,1,39,1,1,1,1,1,0,70800.0,4025.0,2095.0,1000.0,2000.0,3000.0,0.0,0
63,50000.0,1,1,2,29,3,3,3,3,3,3,24987.0,0.0,2700.0,0.0,2225.0,1200.0,0.0,1
64,50000.0,2,2,1,46,1,1,1,0,0,0,28718.0,1000.0,0.0,0.0,0.0,0.0,0.0,1
65,130000.0,2,2,1,51,0,0,0,0,0,0,99.0,0.0,0.0,0.0,2353.0,0.0,0.0,0
66,200000.0,1,1,1,57,0,0,0,0,3,3,152519.0,0.0,0.0,8222.0,300.0,0.0,1000.0,1
67,10000.0,1,2,1,56,3,3,3,1,1,1,2097.0,2300.0,0.0,150.0,200.0,200.0,160.0,1
68,210000.0,2,1,2,30,3,0,0,0,0,0,300.0,300.0,1159.0,2280.0,300.0,4250.0,909.0,0
69,130000.0,2,3,2,29,2,0,0,0,3,0,-190.0,0.0,0.0,20161.0,0.0,7319.0,13899.0,0
71,80000.0,1,1,2,31,0,0,0,0,0,0,780.0,0.0,390.0,390.0,390.0,390.0,390.0,0
72,320000.0,1,2,2,29,3,3,3,3,3,3,58267.0,2500.0,2500.0,0.0,4800.0,2400.0,1600.0,1
73,200000.0,2,2,1,32,0,0,0,0,3,0,9076.0,5818.0,15.0,9102.0,17.0,3165.0,1395.0,0
74,290000.0,2,1,2,37,2,0,0,0,0,0,0.0,0.0,3155.0,0.0,2359.0,0.0,0.0,0
75,340000.0,1,1,2,32,0,0,0,0,0,0,3048.0,5713.0,23453.0,4314.0,80552.0,25949.0,2016.0,0
76,20000.0,1,2,2,24,1,1,3,1,1,1,14619.0,2850.0,0.0,610.0,630.0,1500.0,0.0,0
77,50000.0,1,3,2,25,0,1,1,1,1,1,42838.0,1759.0,1779.0,320.0,500.0,1000.0,1000.0,0
78,300000.0,2,1,1,45,0,0,0,0,0,0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,0
79,30000.0,2,2,2,22,1,1,1,1,1,1,28387.0,1686.0,1400.0,560.0,3000.0,1765.0,0.0,1
80,240000.0,2,2,2,44,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
81,470000.0,2,3,3,33,1,1,1,1,1,1,165254.0,6400.0,7566.0,3000.0,960.0,1000.0,3000.0,0
82,360000.0,2,1,2,26,1,1,1,1,1,0,23411.0,4796.0,3400.0,3100.0,146900.0,196.0,2963.0,0
83,60000.0,1,3,2,30,1,1,1,1,1,1,26324.0,1576.0,1213.0,648.0,768.0,1140.0,0.0,1
84,400000.0,2,2,1,44,1,1,3,1,1,1,131595.0,10700.0,3.0,3050.0,3000.0,3200.0,2800.0,0
85,50000.0,2,3,2,49,1,1,1,1,1,1,48909.0,1676.0,1302.0,700.0,699.0,849.0,826.0,0
86,160000.0,1,2,2,33,1,1,1,1,1,1,130028.0,4400.0,3547.0,80000.0,4500.0,4800.0,4500.0,0
87,360000.0,2,1,1,45,0,0,3,1,0,0,390.0,1170.0,0.0,0.0,390.0,390.0,390.0,1
88,160000.0,2,2,2,32,1,1,1,1,1,0,3826.0,1147.0,2000.0,2000.0,0.0,766.0,2303.0,0
89,130000.0,2,1,1,35,1,1,1,0,0,0,81313.0,40000.0,5000.0,1330.0,7095.0,1190.0,2090.0,0
90,20000.0,1,3,2,44,3,3,1,1,1,3,8583.0,0.0,1651.0,1000.0,2000.0,0.0,1500.0,0
91,200000.0,1,1,1,53,3,3,3,3,3,3,138180.0,6300.0,5500.0,5500.0,5500.0,5000.0,5000.0,1
92,280000.0,2,1,2,39,0,0,0,1,1,0,7524.0,0.0,3968.0,0.0,0.0,0.0,0.0,0
93,100000.0,2,1,2,27,0,0,0,0,0,0,-2000.0,7555.0,0.0,0.0,0.0,0.0,0.0,0
94,160000.0,2,2,1,37,0,0,0,0,0,0,880.0,1602.0,840.0,840.0,0.0,0.0,7736.0,0
95,60000.0,2,2,2,23,1,1,1,1,1,1,45648.0,1937.0,1301.0,682.0,690.0,816.0,835.0,0
96,90000.0,1,2,2,35,1,1,1,1,1,1,83725.0,3621.0,3597.0,1179.0,1112.0,1104.0,1143.0,0
97,360000.0,1,1,1,43,0,0,0,0,0,1,3967.0,8339.0,3394.0,12902.0,27000.0,0.0,68978.0,0
98,150000.0,1,1,2,27,1,1,1,1,1,1,86009.0,4031.0,10006.0,3266.0,4040.0,1698.0,800.0,0
99,50000.0,2,3,1,22,1,1,1,1,1,1,18722.0,1411.0,1194.0,379.0,281.0,321.0,197.0,0
100,20000.0,1,2,1,38,1,1,1,1,1,0,17973.0,1699.0,1460.0,626.0,1750.0,150.0,0.0,1
101,140000.0,1,1,2,32,0,0,0,0,0,0,672.0,10212.0,850.0,415.0,100.0,1430.0,0.0,0
102,380000.0,2,1,2,30,0,0,0,1,1,1,-81.0,223.0,33178.0,1171.0,1197.0,1250.0,5000.0,0
103,480000.0,1,1,1,63,1,1,1,3,3,1,422069.0,16078.0,55693.0,17000.0,0.0,18000.0,24200.0,0
104,50000.0,2,3,2,22,1,1,1,1,1,1,44698.0,1767.0,1362.0,1002.0,840.0,995.0,904.0,1
105,60000.0,2,2,2,26,3,3,3,3,3,1,56685.0,0.0,5000.0,2511.0,6.0,3000.0,3000.0,0
106,70000.0,2,2,2,24,0,0,0,0,0,0,5580.0,0.0,0.0,0.0,0.0,26529.0,2000.0,0
107,80000.0,2,2,1,36,0,0,0,0,0,0,6108.0,2861.0,3279.0,3319.0,1150.0,1150.0,1035.0,0
108,350000.0,1,1,2,52,0,0,0,0,0,0,713.0,2272.0,722.0,867.0,1150.0,5263.0,5011.0,0
109,130000.0,1,2,2,38,1,1,1,0,0,0,171438.0,10908.0,0.0,133657.0,4566.0,133841.0,4796.0,0
110,360000.0,1,2,1,35,2,0,0,0,0,0,-103.0,0.0,0.0,0.0,0.0,0.0,0.0,0
111,330000.0,2,1,1,31,1,1,3,1,1,1,105879.0,9260.0,0.0,3593.0,4100.0,15794.0,0.0,0
112,50000.0,1,3,1,47,1,1,3,1,1,1,13244.0,2000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0
113,280000.0,1,2,1,41,3,3,3,3,3,4,135673.0,6500.0,0.0,14254.0,14850.0,0.0,5000.0,0
114,100000.0,2,1,2,24,1,1,1,1,1,1,52128.0,2000.0,2677.0,3076.0,5080.0,3000.0,2033.0,0
115,50000.0,1,2,2,41,1,1,1,1,1,1,19015.0,1340.0,1305.0,700.0,718.0,724.0,684.0,0
116,30000.0,1,1,2,24,0,3,1,1,4,3,18199.0,0.0,1312.0,3000.0,0.0,1000.0,1000.0,1
117,240000.0,1,1,2,28,0,0,0,0,0,0,326.0,326.0,326.0,5676.0,476.0,326.0,526.0,0
118,80000.0,1,2,2,26,3,1,1,1,1,1,14029.0,2000.0,1700.0,1000.0,1000.0,1000.0,1000.0,1
119,400000.0,1,2,1,34,0,0,0,0,0,0,19660.0,9677.0,11867.0,7839.0,14837.0,7959.0,5712.0,0
120,240000.0,2,2,2,38,1,1,1,1,0,0,50254.0,2000.0,3000.0,3000.0,1307.0,1203.0,563.0,0
121,50000.0,1,3,2,37,3,3,3,4,3,3,46004.0,1000.0,4035.0,1000.0,1400.0,2800.0,0.0,1
122,450000.0,1,1,1,40,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
123,110000.0,2,1,1,48,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
124,310000.0,2,2,1,35,3,1,1,1,1,1,304991.0,13019.0,11128.0,8407.0,8599.0,6833.0,5987.0,1
125,20000.0,1,1,2,27,1,1,1,1,1,1,19115.0,1404.0,1130.0,600.0,861.0,313.0,0.0,0
126,20000.0,1,2,2,23,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
127,200000.0,1,3,2,52,1,1,1,1,1,1,110151.0,3568.0,3585.0,3602.0,3848.0,3669.0,3784.0,0
128,180000.0,1,1,1,36,1,1,1,1,1,1,163736.0,4655.0,2690.0,2067.0,2142.0,2217.0,1000.0,1
129,50000.0,1,2,1,51,1,1,1,1,1,1,3347.0,1000.0,1066.0,1300.0,1500.0,1200.0,134.0,1
130,60000.0,1,3,1,55,4,3,3,1,1,1,60521.0,2504.0,7.0,1200.0,1200.0,1100.0,1500.0,0
131,30000.0,2,1,2,23,2,0,0,0,0,0,4000.0,5645.0,3508.0,27.0,13771.0,5911.0,3024.0,0
132,240000.0,1,1,2,41,2,0,0,1,1,0,95.0,2622.0,3301.0,0.0,360.0,1737.0,924.0,0
133,420000.0,1,2,1,34,1,1,1,1,1,1,253454.0,9744.0,9553.0,7603.0,7830.0,7253.0,11326.0,0
134,330000.0,1,3,1,46,1,1,1,1,1,1,227389.0,8210.0,8095.0,8025.0,8175.0,8391.0,8200.0,0
135,30000.0,2,2,2,22,1,1,1,1,1,1,28452.0,2000.0,1400.0,0.0,500.0,0.0,1560.0,0
136,240000.0,1,2,1,34,1,1,1,3,3,3,10674.0,1500.0,1800.0,0.0,1000.0,0.0,327.0,0
137,150000.0,1,1,2,27,1,1,1,1,1,1,17444.0,2500.0,3000.0,3000.0,3000.0,3500.0,5000.0,0
138,210000.0,2,2,1,33,1,1,1,1,1,1,7166.0,1500.0,1500.0,1000.0,500.0,2000.0,546.0,0
139,50000.0,2,3,1,51,0,0,0,0,0,0,752.0,300.0,5880.0,0.0,0.0,0.0,0.0,1
140,50000.0,1,1,2,24,1,1,1,1,1,1,50801.0,2360.0,1700.0,1000.0,900.0,870.0,2130.0,0
141,240000.0,1,1,2,47,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
142,180000.0,1,2,2,28,0,0,0,0,0,0,1832.0,0.0,416.0,332.0,500.0,3500.0,832.0,0
143,50000.0,1,2,2,23,2,3,3,3,1,1,10131.0,1000.0,10000.0,400.0,700.0,800.0,600.0,0
144,170000.0,1,2,2,29,0,0,0,0,0,0,12159.0,10000.0,10000.0,10000.0,9983.0,15863.0,10000.0,0
145,20000.0,1,1,2,29,0,0,0,0,1,0,1199.0,15586.0,344.0,2340.0,4702.0,339.0,330.0,0
146,50000.0,1,1,2,28,1,1,1,1,1,4,4999.0,1000.0,1500.0,2000.0,1583.0,1100.0,0.0,0
147,170000.0,2,2,2,27,1,1,1,1,1,1,19269.0,1661.0,1200.0,351.0,358.0,182.0,0.0,1
148,200000.0,1,1,2,34,2,3,1,1,1,1,197236.0,8000.0,5000.0,55500.0,5000.0,5000.0,8500.0,0
149,80000.0,2,2,1,23,2,3,4,3,1,1,9168.0,1650.0,0.0,0.0,379.0,2091.0,1.0,0
150,260000.0,2,1,1,60,2,0,0,0,0,0,-1100.0,0.0,22500.0,0.0,969.0,1000.0,0.0,0
151,140000.0,1,2,1,32,1,1,1,1,3,1,86627.0,3455.0,3110.0,5000.0,0.0,2100.0,2602.0,0
152,80000.0,1,1,2,25,1,1,1,1,1,1,42444.0,30000.0,3000.0,6000.0,8000.0,2000.0,14000.0,0
153,350000.0,1,1,2,41,2,0,0,0,0,0,208.0,2906.0,1000.0,630.0,0.0,0.0,0.0,0
154,280000.0,2,2,1,56,1,1,1,1,1,1,208775.0,8042.0,6700.0,5137.0,100000.0,7000.0,6321.0,0
155,30000.0,2,3,2,26,1,1,1,1,1,1,9014.0,1700.0,1500.0,1000.0,1500.0,1500.0,1500.0,0
156,140000.0,1,1,1,34,1,1,1,1,1,1,23944.0,5000.0,5000.0,11885.0,5000.0,3000.0,5504.0,0
157,200000.0,2,1,2,37,1,1,1,1,1,1,105420.0,4000.0,3250.0,3250.0,3500.0,3560.0,5000.0,0
158,200000.0,2,3,2,30,1,1,1,1,1,1,196031.0,7300.0,7108.0,7680.0,6200.0,5000.0,4500.0,0
159,210000.0,1,3,1,45,3,4,5,5,6,7,115785.0,10478.0,10478.0,11078.0,11078.0,11678.0,10478.0,1
160,50000.0,1,3,1,57,4,3,1,1,1,1,12854.0,0.0,1600.0,500.0,500.0,600.0,600.0,0
161,30000.0,1,1,2,41,3,3,3,3,3,1,24357.0,3500.0,0.0,2200.0,0.0,1200.0,1250.0,0
162,50000.0,1,2,2,27,3,0,0,0,0,3,390.0,390.0,780.0,216.0,864.0,0.0,390.0,0
163,290000.0,1,3,1,47,0,0,0,0,1,0,1234.0,396.0,396.0,792.0,0.0,423.0,369.0,0
164,250000.0,2,1,1,34,1,1,3,1,1,1,141223.0,17994.0,0.0,5469.0,5656.0,6811.0,3920.0,0
165,60000.0,2,2,1,46,1,1,1,1,1,1,21148.0,3000.0,1500.0,1500.0,1000.0,1500.0,1500.0,0
166,110000.0,2,1,2,27,1,1,1,1,1,1,101640.0,5500.0,3900.0,3000.0,2900.0,3000.0,2800.0,0
167,370000.0,1,1,2,50,0,0,0,0,0,0,6093.0,15383.0,8204.0,15413.0,4792.0,13453.0,4699.0,0
168,100000.0,1,2,1,27,0,3,3,1,1,1,102349.0,3166.0,0.0,1330.0,1398.0,12.0,50000.0,0
169,90000.0,2,2,1,35,1,1,1,1,1,3,72112.0,3500.0,3500.0,3652.0,10000.0,4000.0,0.0,0
170,50000.0,2,2,2,22,1,1,1,1,1,1,28040.0,1510.0,1442.0,982.0,1017.0,1277.0,567.0,0
171,270000.0,1,2,2,37,1,1,1,1,1,1,37695.0,5000.0,2000.0,3000.0,4000.0,3000.0,2000.0,0
172,300000.0,2,1,2,30,0,0,0,0,0,0,688.0,3288.0,0.0,4340.0,2672.0,800.0,746.0,0
173,50000.0,2,2,2,22,0,1,1,1,1,1,8567.0,15000.0,1000.0,149.0,0.0,5000.0,10000.0,0
174,50000.0,2,1,2,24,2,0,0,0,0,0,-709.0,0.0,0.0,0.0,0.0,0.0,0.0,1
175,360000.0,1,1,2,29,2,0,0,0,0,0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0
176,130000.0,1,3,1,56,2,3,3,3,3,4,64617.0,3000.0,3000.0,3000.0,5500.0,0.0,0.0,1
177,80000.0,1,1,2,30,0,0,1,1,1,1,6187.0,504.0,500.0,1000.0,500.0,3500.0,0.0,0
178,50000.0,1,2,2,30,2,3,1,1,1,3,48860.0,0.0,1500.0,1000.0,2000.0,0.0,2000.0,0
179,20000.0,2,2,2,22,1,1,1,1,1,1,16001.0,1212.0,1201.0,500.0,1500.0,1500.0,1000.0,0
180,80000.0,2,2,1,29,1,1,3,1,1,1,77883.0,5800.0,1000.0,600.0,400.0,1000.0,0.0,0
181,240000.0,1,1,2,37,0,0,3,1,1,0,12212.0,15000.0,0.0,2000.0,0.0,1256.0,65935.0,0
182,80000.0,2,3,2,35,1,0,1,1,1,1,49608.0,12500.0,6500.0,3000.0,2000.0,3000.0,2000.0,0
183,500000.0,2,1,1,47,1,1,1,1,1,1,56422.0,70010.0,30357.0,30000.0,20000.0,52183.0,20000.0,0
184,60000.0,2,2,1,24,1,1,1,1,1,1,58024.0,2500.0,1600.0,3000.0,1000.0,737.0,2000.0,1
185,20000.0,1,2,2,25,1,1,1,1,1,0,10642.0,1200.0,1593.0,601.0,135.0,1824.0,0.0,0
186,100000.0,2,2,1,38,2,3,1,1,3,1,14483.0,0.0,1600.0,1500.0,0.0,1000.0,1500.0,1
187,360000.0,2,1,2,32,2,0,0,0,0,0,2616.0,57087.0,5295.0,68454.0,13889.0,16250.0,38313.0,0
188,200000.0,2,3,2,47,3,3,3,3,3,3,199436.0,8214.0,7000.0,6800.0,7134.0,0.0,6836.0,1
189,130000.0,2,2,1,34,2,0,1,1,1,1,0.0,5396.0,5000.0,3500.0,501.0,1000.0,2000.0,0
190,20000.0,2,2,2,31,2,6,5,5,4,3,21703.0,0.0,1000.0,0.0,0.0,760.0,0.0,0
191,310000.0,1,1,2,32,1,1,1,1,1,1,59901.0,10020.0,6031.0,10057.0,5028.0,5060.0,4223.0,0
192,60000.0,2,1,2,27,3,1,1,1,3,1,19625.0,1342.0,1664.0,2000.0,0.0,900.0,846.0,1
193,180000.0,2,1,2,29,0,0,0,0,0,1,11386.0,199.0,0.0,0.0,17227.0,341.0,5114.0,0
194,180000.0,2,1,2,24,0,0,3,1,1,0,14670.0,37867.0,0.0,200.0,0.0,0.0,0.0,0
195,50000.0,1,2,1,36,1,1,1,1,0,0,47790.0,2000.0,1000.0,2000.0,500.0,1000.0,20011.0,0
196,50000.0,2,1,2,24,2,3,3,3,3,3,36166.0,1900.0,1400.0,1700.0,1532.0,1600.0,0.0,1
197,150000.0,2,2,1,34,0,0,0,0,0,0,0.0,0.0,0.0,116.0,0.0,1500.0,0.0,0
198,20000.0,2,1,2,22,1,1,1,1,0,1,18553.0,1500.0,1032.0,541.0,20000.0,693.0,1000.0,0
199,500000.0,2,1,1,34,0,0,0,0,0,0,412.0,138.0,2299.0,1251.0,1206.0,1151.0,15816.0,0
200,30000.0,2,3,2,22,2,3,3,1,1,1,29010.0,1000.0,85.0,1714.0,104.0,0.0,0.0,1
201,180000.0,2,1,1,38,0,0,0,0,0,0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0
202,140000.0,1,1,2,31,1,1,3,1,1,3,27123.0,25000.0,0.0,3000.0,7800.0,0.0,2500.0,0
203,140000.0,2,1,2,26,0,1,0,0,0,0,13424.0,10000.0,13001.0,5841.0,13506.0,487.0,7004.0,0
204,120000.0,1,2,2,26,1,1,1,1,1,1,107314.0,5000.0,5000.0,4152.0,5000.0,5000.0,5000.0,0
205,360000.0,2,2,1,48,1,1,1,1,1,1,226430.0,9100.0,7300.0,5800.0,5600.0,5600.0,4100.0,0
206,20000.0,1,3,1,43,0,0,1,1,1,1,227.0,22359.0,1305.0,1258.0,1459.0,3457.0,1700.0,0
207,100000.0,1,1,1,47,0,0,0,0,0,0,390.0,1473.0,390.0,390.0,390.0,0.0,2380.0,0
208,210000.0,2,2,1,41,0,0,0,0,0,0,3088.0,1586.0,343.0,3763.0,877.0,0.0,419.0,1
209,80000.0,2,2,2,24,1,1,1,1,1,1,81625.0,3200.0,3000.0,2038.0,2000.0,1800.0,1800.0,1
210,330000.0,2,1,1,50,0,0,0,0,0,0,8872.0,4345.0,2854.0,1702.0,0.0,1709.0,258.0,0
211,220000.0,1,1,2,24,1,1,1,0,0,0,105607.0,5000.0,5050.0,8303.0,0.0,85632.0,0.0,0
212,210000.0,2,1,1,38,2,0,0,1,0,0,0.0,0.0,250.0,0.0,789.0,1222.0,9616.0,1
213,40000.0,2,3,1,43,1,1,1,1,1,1,38257.0,1700.0,1504.0,1200.0,1500.0,1500.0,1000.0,0
214,30000.0,1,2,2,39,1,1,1,3,1,1,28347.0,3036.0,2309.0,0.0,1000.0,2000.0,148.0,0
215,470000.0,1,2,2,27,3,3,3,3,1,1,296573.0,13000.0,11001.0,0.0,10484.0,10838.0,10367.0,0
216,30000.0,1,3,1,42,0,0,0,0,0,3,390.0,390.0,390.0,240.0,1470.0,0.0,0.0,0
217,240000.0,2,2,1,36,2,0,0,0,0,0,-946.0,0.0,0.0,0.0,0.0,0.0,0.0,1
218,80000.0,1,2,2,36,3,1,1,1,1,1,79278.0,3100.0,3500.0,3400.0,3000.0,3500.0,3000.0,0
220,310000.0,2,1,2,38,0,0,0,0,0,0,1424.0,4542.0,126.0,0.0,0.0,0.0,0.0,0
221,360000.0,2,1,1,40,3,3,3,1,1,1,105167.0,12000.0,0.0,5900.0,5000.0,4500.0,4700.0,1
222,330000.0,2,3,2,45,1,1,1,1,1,1,335196.0,12388.0,12378.0,12116.0,12450.0,12213.0,11678.0,0
223,300000.0,2,2,2,35,1,1,1,1,1,1,291619.0,12019.0,9006.0,17000.0,12000.0,9557.0,15000.0,0
224,320000.0,2,2,2,33,1,1,1,1,1,1,91653.0,10042.0,18832.0,2117.0,2076.0,5045.0,3754.0,0
225,50000.0,2,3,2,37,2,4,3,1,1,1,52626.0,0.0,24.0,1500.0,1000.0,1201.0,30592.0,1
